content,timestamp,date,timeblock,source_entity_type,target_entity_type,source,target,hour,time,mins_since_start_of_day,packet_id,Message_ID,Processed_Text,Entities
"the intern here, lookout. i'm packed for our 7am birdwatching. have you noticed any unusual vessel movements during dawn hours? i'll bring coffee and those specialty binoculars mrs. money lent me. excited about those shearwaters!",13/10/40 12:45,13/10/40,12:45,Person,Person,the intern,the lookout,12,12:45:00,275,75,537,i'm packed for our 7am birdwatching. have you noticed any unusual vessel movements during dawn hours? i'll bring coffee and those specialty binoculars mrs. money lent me. excited about those shearwaters!,['mrs. money']
"the lookout here, intern! just spotted those conservation vessels moving equipment to the eastern side of nemo reef. perfect morning for our birdwatching! i've brought my special spotting scope - those shearwaters should be visible from our usual spot. see you at 7!",13/10/40 12:48,13/10/40,13:00,Person,Person,the lookout,the intern,12,12:48:00,278,75,538,just spotted those conservation vessels moving equipment to the eastern side of nemo reef. perfect morning for our birdwatching! i've brought my special spotting scope - those shearwaters should be visible from our usual spot. see you at 7!,"['conservation vessels', 'nemo reef']"
"mrs. money, the intern here. i'll bring special binoculars to our 0500 meeting. the lookout reports conservation vessels moving equipment to eastern nemo reef. should i conduct reconnaissance before our meeting? all documentation ready as requested.",13/10/40 12:49,13/10/40,13:00,Person,Person,the intern,mrs. money,12,12:49:00,279,75,539,i'll bring special binoculars to our 0500 meeting. the lookout reports conservation vessels moving equipment to eastern nemo reef. should i conduct reconnaissance before our meeting? all documentation ready as requested.,"['the lookout', 'conservation vessels', 'nemo reef']"
"horizon, the lookout here. regarding that music video activity - can you use your signal equipment to verify? strange to see lighting rigs and cameras at this hour. could be cover for something else. need better visuals than my equipment can provide.",13/10/40 12:57,13/10/40,13:00,Person,Vessel,the lookout,horizon,12,12:57:00,287,75,540,regarding that music video activity - can you use your signal equipment to verify? strange to see lighting rigs and cameras at this hour. could be cover for something else. need better visuals than my equipment can provide.,[]
"oceanus city council, paackland harbor reporting. night operations proceeding as directed with minimal radio communication. two special clearance vessels departed at 0200 hours. no conservation vessels detected in proximity to operations. awaiting further instructions.",13/10/40 13:18,13/10/40,13:30,Location,Organization,paackland harbor,oceanus city council,13,13:18:00,308,76,541,night operations proceeding as directed with minimal radio communication. two special clearance vessels departed at 0200 hours. no conservation vessels detected in proximity to operations. awaiting further instructions.,"['special clearance vessels', 'conservation vessels']"
"liam, oceanus city council here. require immediate status report on ecovigil positioning. ensure western quadrant remains completely restricted through next 48 hours. prioritize monitoring any unauthorized conservation vessels near restricted zones. report directly to me.",13/10/40 13:20,13/10/40,13:30,Organization,Person,oceanus city council,liam thorne,13,13:20:00,310,76,542,require immediate status report on ecovigil positioning. ensure western quadrant remains completely restricted through next 48 hours. prioritize monitoring any unauthorized conservation vessels near restricted zones. report directly.,"['ecovigil', 'western quadrant']"
"council, liam thorne reporting. western quadrant restriction confirmed for 48 hours. ecovigil redirected north as instructed. unauthorized vessel monitoring in place. will submit detailed report by 2200 hours as promised.",13/10/40 13:23,13/10/40,13:30,Person,Organization,liam thorne,oceanus city council,13,13:23:00,313,76,543,western quadrant restriction confirmed for 48 hours. ecovigil redirected north as instructed. unauthorized vessel monitoring in place. will submit detailed report by 2200 hours as promised.,"['western quadrant', 'ecovigil']"
"the lookout checking in, intern! just spotted the conservation vessels deploying drones with cameras over nemo reef. they seem determined! perfect weather for our birdwatching tomorrow though. i've packed extra snacks for our early start!",14/10/40 8:06,14/10/40,8:15,Person,Person,the lookout,the intern,8,8:06:00,0,77,544,just spotted the conservation vessels deploying drones with cameras over nemo reef. they seem determined! perfect weather for our birdwatching tomorrow though. i've packed extra snacks for our early start!,"['conservation vessels', 'nemo reef']"
"the intern here, lookout. noticed the conservation drones during my morning run. will bring my camera with telephoto lens to our birdwatching. do you think those drones will disturb our shearwater watching? i'll arrive at 6:45 to set up.",14/10/40 8:07,14/10/40,8:15,Person,Person,the intern,the lookout,8,8:07:00,1,77,545,noticed the conservation drones during my morning run. will bring my camera with telephoto lens to our birdwatching. do you think those drones will disturb our shearwater watching? i'll arrive at 6:45 to set up.,['conservation drones']
"the lookout here, intern! the conservation drones shouldn't disturb our shearwater watching - they're focusing on the reef area. i've spotted a rare peregrine falcon this morning too! 6:45 works perfectly, i'll bring my field guide.",14/10/40 8:08,14/10/40,8:15,Person,Person,the lookout,the intern,8,8:08:00,2,77,546,"the conservation drones shouldn't disturb our shearwater watching - they're focusing on the reef area. i've spotted a rare peregrine falcon this morning too! 6:45 works perfectly, i'll bring my field guide.","['conservation drones', 'nemo reef']"
"sailor shifts, this is remora. vessel prepared for your crew's arrival at 0600. south dock entrance secured with delta-3-coral clearance. all tourism facades in place. need confirmation of any special equipment requirements for the shoot.",14/10/40 8:30,14/10/40,8:30,Vessel,Organization,remora,sailor shifts team,8,8:30:00,24,78,547,vessel prepared for your crew's arrival at 0600. south dock entrance secured with delta-3-coral clearance. all tourism facades in place. need confirmation of any special equipment requirements for the shoot.,"[""himark's south dock"", 'delta-3-coral']"
"remora, glitter's team here. confirming equipment needs for tomorrow: bring standard video gear plus underwater lighting rigs. we'll have 6 additional crew arriving at 0530. delta-3-coral clearance confirmed. nadia approved everything.",14/10/40 8:31,14/10/40,8:45,Organization,Vessel,glitters team,remora,8,8:31:00,25,78,548,confirming equipment needs for tomorrow: bring standard video gear plus underwater lighting rigs. we'll have 6 additional crew arriving at 0530. delta-3-coral clearance confirmed. nadia approved everything.,"['delta-3-coral', 'nadia conti']"
